sample_id	gene	pc_up	pd_up	druggable	has_pathway_support
TH34_1150_S02	RERGL	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	RFX5	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RNF141	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RNPC3	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RP11-1415C14.3	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RP11-156P1.3	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	RP11-347E10.1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RP11-575L7.8	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	RP11-673C5.1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RP11-706O15.5	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RP11-734K23.9	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RP11-98J23.2	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	RP5-984P4.6	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SAMD14	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SCG2	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SCN1A	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SCN3A	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SCN9A	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SFPQ	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SFTPA1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SFTPA2	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SFTPB	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SFTPC	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SHANK1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SIAH3	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SIM2	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SLC38A4	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SLC6A15	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SNHG1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SNRPGP4	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	SOX6	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SRSF1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SRSF11	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SSH1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ST3GAL3	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	STAG3L1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	STAG3L2	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	STAG3L3	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	STARD13	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	STEAP2	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	STMN4	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	STON1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	STRADA	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	STRBP	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	STX16	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SUN1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SVIL-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	SYT4	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TBC1D4	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TBKBP1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	TCERG1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TCERG1L	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TCTEX1D1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	TDRD3	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	THOC1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TIA1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TMEM161B-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TMEM229A	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TMEM38A	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TMEM47	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TMEM59L	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TNRC6A	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	TOX2	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TRIM52	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TRIM69	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TRPM4	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TSPYL2	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TTC14	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TTC21B	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	TTLL3	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	TTN-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	UBE2G2	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	USPL1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	VAMP1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	VAX1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	WASF1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	WBSCR17	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	WDR70	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	WDR73	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	WSB1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	XAGE1A	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	XAGE1B	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZBED5	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	ZBTB1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZBTB43	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	ZC3H13	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZDHHC17	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZDHHC21	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZDHHC3	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZFAS1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZFC3H1	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZFP62	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF276	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF300P1	TRUE	TRUE	FALSE	FALSE
TH34_1150_S02	ZNF397	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF514	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF558	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF581	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF704	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF83	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZNF84	TRUE	FALSE	FALSE	FALSE
TH34_1150_S02	ZRANB2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ABHD6	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ACACB	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ACTN2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ADAMTS10	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ADGRG2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ALG9	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	AP4B1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ARHGAP17	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ARTN	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ASGR1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ATG16L2	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	C1orf61	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CCDC171	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CCK	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CDH23	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CDH24	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	CEACAM21	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	CHKB	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CLEC11A	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	COG7	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CSAD	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CTC-575D19.1	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	CYP26B1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	CYP4F22	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	DAPK1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	DCHS2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	DLG2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	DUOX2	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	DUOXA2	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	EGFLAM	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	FAM118A	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	FAM156B	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	FAM65C	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	FCGRT	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	FEZF1-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	FLRT2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	FREM1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	FTL	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	GLCE	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	GLG1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	GP1BB	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	GRP	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	GYG2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	HAP1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	HMCN1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	HMOX1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	HOXD10	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	HOXD11	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	HOXD9	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	IL24	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	ITM2A	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	KCNE3	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	KDSR	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	KIAA1456	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	KMO	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	LGMN	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	LIPI	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	LL21NC02-1C16.2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	LONRF1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	LOXHD1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	MIER2	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	MXD3	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	NAIP	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	NKX2-2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	NPW	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	NPY	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	NR0B1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	NRD1	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	ODF2L	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	PADI2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	PAX7	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	PHKA2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	PPP1R1A	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	PRKCB	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	PRND	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	PRRT4	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	PRSS35	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	RASAL3	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	RBM11	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	RCN3	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	RP11-343H5.4	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	RP11-734K23.9	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	RP4-765C7.2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SCG2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SCNN1G	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SDCCAG3	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SHANK1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SIGLEC1	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	SIM2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SLC17A8	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SLC38A4	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SNX18	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	SRSF6	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	STAB1	TRUE	TRUE	FALSE	FALSE
TH34_1162_S01	SYNPR	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	TAF6L	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	TIAL1	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	TMEM100	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	TMEM91	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	TNFAIP6	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	TOX2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	TRAV1-2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	UGT3A2	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	WBSCR17	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	XAGE1A	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	XAGE1B	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	XG	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ZDHHC3	TRUE	FALSE	FALSE	FALSE
TH34_1162_S01	ZNF276	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	AC005062.2	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	AC132217.4	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	ACTA1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	ACTC1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	ACTN2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	ADH1C	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	ANKRD10	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	AP001065.15	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	ARGLU1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CAPN6	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CASQ2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CDC16	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	CDH15	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CDK8	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CDON	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CENPJ	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CHRNA1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CHRND	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	COL26A1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CRABP1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CSAG1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	CSAG2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CSAG3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CSTF3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CTD-2545M3.8	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	CUL4A	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	DLK1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	DNM3OS	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	DSCR8	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	EMILIN3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	ENO3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	EXOSC8	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	FABP7	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	FAR2P1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	FBN2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	FMO1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	FNDC5	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	GAS2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	GPALPP1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	GTF2F2	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	GTSF1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	HNRNPA1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	IGF2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	IGF2-AS	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	IL17B	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	ING1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	IPO5	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	JPX_1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	KIAA1429	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	KLHL41	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	LONRF1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	MED4	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	MEOX2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MIR503HG	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MRLN	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MRPS31	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	MYBPH	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MYH3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MYH7B	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MYL4	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MYLPF	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	MYOG	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	NEB	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	NEFL	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	NEFM	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	NIFK	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	NNAT	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	NPIPP1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	PAX7	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	PCDH18	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	PCID2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	PDS5B	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	PGA3	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	PGA4	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	PGA5	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	PNN	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	PRG4	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	PTX3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RAPSN	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RBM39	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	RP11-229E13.4	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	RP11-680F20.12	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RP4-765C7.2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RPL21	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RPL26	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RPS25	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RPS27A	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	RPS7	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SAP18	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	SCARA5	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SF3B6	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	SGCA	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SHD	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SMPX	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SNHG1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SRPK3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SRSF11	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	STAC3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	SUPT20H	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TAF1D	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	TNMD	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TNNC1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TNNC2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TNNI1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TNNI2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TNNT2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TNNT3	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TPP2	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	TSPEAR-AS1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	TSPEAR-AS2	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	TTN-AS1	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	UBE2V1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	UBXN8	TRUE	FALSE	FALSE	FALSE
TH34_1163_S01	UTP11L	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	ZFAS1	TRUE	TRUE	FALSE	FALSE
TH34_1163_S01	ZNF595	TRUE	TRUE	FALSE	FALSE
TH34_1179_S01	AC005307.3	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	ADAMTSL2	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	AGAP9	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	AL442127.1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	ALB	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	AMBN	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	APCDD1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	ASCL2	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	ASCL5	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	ASPSCR1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	C1orf127	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CADPS	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CALML3	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CALML5	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CAPRIN2	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CCDC146	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CCDC3	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CEMIP	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CERK	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CHGA	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CHGB	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CHRNA1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CHRNA3	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CLASP2	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	COLEC11	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CPLX2	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	CST1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	DKK3	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	DKK4	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	DLX4	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	DNER	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	DPEP1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	ERVMER34-1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FAM95C	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FASLG	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FBLN7	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FGD5	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FGF19	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FGF20	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FGF3	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FGGY	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FIBCD1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FOXS1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	FRMPD1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	GAD1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	GAP43	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	HEYL	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	HMP19	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	IGFN1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	KIAA0895L	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	KREMEN1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	LAMA2	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	LAMC3	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	LDB2	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	LINC01158	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	LRRC32	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	LY6G6C	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	MASP1	TRUE	FALSE	FALSE	FALSE
TH34_1179_S01	MGAT5	TRUE	FALSE	FALSE	FALSE
